,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Percentage,EU_Percentage,JP_Percentage,Other_Percentage,NA_average,EU_average,JP_average,Other_average
159,160,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,48.82,34.54,1.99,14.47,45.39,22.9,24.42,6.48
160,161,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,54.26,34.85,1.81,9.26,45.39,22.9,24.42,6.48
161,162,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5,8.55,10.36,75.09,6.18,45.39,22.9,24.42,6.48
162,163,Super Mario Advance,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,57.19,22.59,16.58,3.64,45.39,22.9,24.42,6.48
163,164,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,47.9,29.98,18.1,4.2,45.39,22.9,24.42,6.48
164,165,Super Mario World,GBA,2001,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,58.79,20.33,17.4,3.66,45.39,22.9,24.42,6.48
165,166,Pokemon Stadium,N64,1999,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,58.35,22.75,17.25,1.65,45.39,22.9,24.42,6.48
166,167,Call of Duty: World at War,PS3,2008,Shooter,Activision,2.72,1.87,0.0,0.84,5.43,50.09,34.44,0.0,15.47,45.39,22.9,24.42,6.48
167,168,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,38.19,42.25,4.43,15.13,45.39,22.9,24.42,6.48
168,169,Minecraft,PS3,2014,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,36.35,46.31,0.0,17.34,45.39,22.9,24.42,6.48
169,170,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36,32.46,23.13,34.89,9.7,45.39,22.9,24.42,6.48
170,171,Dr. Mario,GB,1989,Puzzle,Nintendo,2.18,0.96,2.0,0.2,5.34,40.82,17.98,37.45,3.75,45.39,22.9,24.42,6.48
171,172,Pokemon Pinball,GB,1999,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,56.87,21.09,19.02,3.01,45.39,22.9,24.42,6.48
172,173,Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3,59.06,32.26,0.57,8.3,45.39,22.9,24.42,6.48
173,174,Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,30.57,14.53,52.45,2.64,45.39,22.9,24.42,6.48
174,175,Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,36.29,20.42,39.89,3.21,45.39,22.9,24.42,6.48
175,176,Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,63.19,14.99,20.68,1.14,45.39,22.9,24.42,6.48
176,177,Assassin's Creed II,X360,2009,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,58.82,29.6,1.52,9.68,45.39,22.9,24.42,6.48
177,178,Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,23.19,47.15,19.58,9.89,45.39,22.9,24.42,6.48
178,179,Tomb Raider II,PS,1997,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,43.89,46.95,3.82,5.34,45.39,22.9,24.42,6.48
180,181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,12.48,14.4,69.29,3.84,45.39,22.9,24.42,6.48
181,182,Diablo III,PC,2012,Role-Playing,Activision,2.43,2.15,0.0,0.62,5.2,46.73,41.35,0.0,11.92,45.39,22.9,24.42,6.48
182,183,Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,56.35,24.04,15.96,3.85,45.39,22.9,24.42,6.48
183,184,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19,44.7,25.05,24.47,5.97,45.39,22.9,24.42,6.48
184,185,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,47.98,18.88,30.25,2.89,45.39,22.9,24.42,6.48
185,186,FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18,20.85,67.18,0.58,11.2,45.39,22.9,24.42,6.48
186,187,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,36.75,35.4,18.38,9.48,45.39,22.9,24.42,6.48
187,188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,40.78,14.37,42.72,2.14,45.39,22.9,24.42,6.48
188,189,Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,18.64,39.22,36.7,5.44,45.39,22.9,24.42,6.48
189,190,Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,1.64,2.48,0.44,0.58,5.14,31.91,48.25,8.56,11.28,45.39,22.9,24.42,6.48
190,191,Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,38.6,43.47,2.53,15.59,45.39,22.9,24.42,6.48
191,192,Kirby's Dream Land,GB,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,52.83,11.89,33.14,2.14,45.39,22.9,24.42,6.48
192,193,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,69.98,21.64,0.97,7.41,45.39,22.9,24.42,6.48
193,194,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,62.57,29.82,0.19,7.41,45.39,22.9,24.42,6.48
194,195,Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,62.89,33.01,0.0,3.91,45.39,22.9,24.42,6.48
195,196,Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,74.41,12.3,0.0,13.28,45.39,22.9,24.42,6.48
196,197,Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.43,1.08,0.65,5.11,38.36,27.98,21.14,12.72,45.39,22.9,24.42,6.48
197,198,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,52.36,39.57,0.0,8.07,45.39,22.9,24.42,6.48
198,199,Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,33.46,39.76,3.15,23.82,45.39,22.9,24.42,6.48
199,200,FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,11.81,64.76,1.18,22.24,45.39,22.9,24.42,6.48
200,201,Super Mario Bros.,GB,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,67.06,25.64,2.96,4.34,45.39,22.9,24.42,6.48
201,202,Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,40.59,22.97,21.98,14.46,45.39,22.9,24.42,6.48
202,203,Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,68.13,27.49,0.4,3.98,45.39,22.9,24.42,6.48
203,204,Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,51.59,21.12,15.94,11.35,45.39,22.9,24.42,6.48
204,205,Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,55.69,37.72,0.0,6.59,45.39,22.9,24.42,6.48
205,206,Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,67.2,27.2,1.4,4.2,45.39,22.9,24.42,6.48
206,207,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,61.2,23.6,5.8,9.2,45.39,22.9,24.42,6.48
207,208,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,70.08,0.2,0.2,29.72,45.39,22.9,24.42,6.48
208,209,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,68.35,20.77,1.81,8.87,45.39,22.9,24.42,6.48
209,210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,37.3,24.19,31.05,7.46,45.39,22.9,24.42,6.48
210,211,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,46.76,35.02,2.43,15.79,45.39,22.9,24.42,6.48
211,212,Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,81.06,5.3,0.2,13.44,45.39,22.9,24.42,6.48
212,213,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,58.98,31.43,0.0,9.39,45.39,22.9,24.42,6.48
213,214,Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,59.63,20.29,18.24,2.05,45.39,22.9,24.42,6.48
214,215,Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
215,216,Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,54.02,12.37,31.34,2.06,45.39,22.9,24.42,6.48
216,217,God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,56.61,28.1,2.48,13.02,45.39,22.9,24.42,6.48
217,218,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,53.0,34.78,0.0,12.22,45.39,22.9,24.42,6.48
218,219,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,39.54,41.41,1.86,17.18,45.39,22.9,24.42,6.48
219,220,FIFA 15,PS3,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,11.83,65.15,0.83,22.2,45.39,22.9,24.42,6.48
220,221,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,53.65,32.78,9.19,4.38,45.39,22.9,24.42,6.48
221,222,FIFA 17,PS4,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,5.87,78.62,1.26,14.47,45.39,22.9,24.42,6.48
222,223,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,62.82,27.52,0.84,8.61,45.39,22.9,24.42,6.48
223,224,Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,49.89,44.4,0.42,5.29,45.39,22.9,24.42,6.48
224,225,The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,36.81,46.6,0.0,16.81,45.39,22.9,24.42,6.48
225,226,Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,65.17,30.13,0.43,4.27,45.39,22.9,24.42,6.48
226,227,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,39.96,23.93,28.21,7.91,45.39,22.9,24.42,6.48
227,228,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,41.54,41.76,1.71,14.99,45.39,22.9,24.42,6.48
228,229,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,44.83,43.97,1.29,10.13,45.39,22.9,24.42,6.48
229,230,Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,49.46,42.55,2.81,5.18,45.39,22.9,24.42,6.48
230,231,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.06,1.12,0.0,0.44,4.62,66.23,24.24,0.0,9.52,45.39,22.9,24.42,6.48
231,232,The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,52.49,19.74,24.95,2.82,45.39,22.9,24.42,6.48
232,233,The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,56.52,21.52,19.35,2.83,45.39,22.9,24.42,6.48
233,234,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.89,1.99,0.22,0.48,4.58,41.27,43.45,4.8,10.48,45.39,22.9,24.42,6.48
234,235,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,38.86,30.35,24.02,6.55,45.39,22.9,24.42,6.48
235,236,Splatoon,WiiU,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,33.92,25.16,31.51,9.41,45.39,22.9,24.42,6.48
236,237,The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,39.12,41.1,1.54,18.02,45.39,22.9,24.42,6.48
237,238,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53,70.42,20.31,0.22,9.27,45.39,22.9,24.42,6.48
238,239,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,92.27,5.74,0.22,1.77,45.39,22.9,24.42,6.48
239,240,Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0.0,0.05,4.5,93.56,5.33,0.0,1.11,45.39,22.9,24.42,6.48
240,241,Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,80.85,5.35,0.22,13.59,45.39,22.9,24.42,6.48
241,242,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,60.49,33.71,0.67,5.13,45.39,22.9,24.42,6.48
242,243,Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,4.47,3.13,91.72,0.45,45.39,22.9,24.42,6.48
243,244,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,43.85,37.81,1.79,16.55,45.39,22.9,24.42,6.48
244,245,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,34.61,43.6,4.27,17.3,45.39,22.9,24.42,6.48
245,246,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,60.9,28.99,0.45,9.66,45.39,22.9,24.42,6.48
246,247,Nintendo Land,WiiU,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,57.43,25.0,10.36,7.43,45.39,22.9,24.42,6.48
247,248,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,60.41,30.54,0.23,8.82,45.39,22.9,24.42,6.48
248,249,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,60.32,29.25,0.23,10.43,45.39,22.9,24.42,6.48
249,250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,2.28,54.44,23.92,19.59,45.39,22.9,24.42,6.48
250,251,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,64.24,23.92,2.96,9.11,45.39,22.9,24.42,6.48
251,252,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,50.0,11.42,36.76,1.83,45.39,22.9,24.42,6.48
252,253,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,46.45,40.96,1.83,10.76,45.39,22.9,24.42,6.48
253,254,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,39.77,39.77,3.22,17.24,45.39,22.9,24.42,6.48
254,255,Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,69.82,20.97,5.99,3.0,45.39,22.9,24.42,6.48
255,256,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,50.81,13.39,31.87,3.93,45.39,22.9,24.42,6.48
256,257,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,21.35,67.98,0.23,10.67,45.39,22.9,24.42,6.48
257,258,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,63.81,27.38,0.0,8.58,45.39,22.9,24.42,6.48
258,259,Asteroids,2600,1980,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,92.81,6.03,0.0,1.16,45.39,22.9,24.42,6.48
259,260,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,58.24,29.47,2.55,9.51,45.39,22.9,24.42,6.48
260,261,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,61.97,28.17,0.7,9.15,45.39,22.9,24.42,6.48
261,262,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,49.65,26.12,16.94,7.06,45.39,22.9,24.42,6.48
262,263,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,52.47,31.53,1.65,14.35,45.39,22.9,24.42,6.48
263,264,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,33.25,47.64,2.36,16.98,45.39,22.9,24.42,6.48
264,265,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,70.75,26.18,1.18,1.65,45.39,22.9,24.42,6.48
265,266,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,34.52,0.0,19.62,45.63,45.39,22.9,24.42,6.48
266,267,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,58.06,24.17,0.0,17.77,45.39,22.9,24.42,6.48
267,268,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,40.38,53.92,0.0,5.46,45.39,22.9,24.42,6.48
268,269,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,48.22,30.17,14.73,7.13,45.39,22.9,24.42,6.48
269,270,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,18.53,60.57,0.95,19.95,45.39,22.9,24.42,6.48
270,271,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,20.95,54.76,4.76,19.76,45.39,22.9,24.42,6.48
271,272,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,30.95,49.29,4.29,15.48,45.39,22.9,24.42,6.48
272,273,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,30.48,43.57,13.57,12.62,45.39,22.9,24.42,6.48
273,274,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,53.7,35.08,0.95,10.26,45.39,22.9,24.42,6.48
274,275,Street Fighter IV,PS3,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,48.21,25.3,13.84,12.65,45.39,22.9,24.42,6.48
275,276,FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,20.05,66.59,0.48,12.65,45.39,22.9,24.42,6.48
276,277,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,81.06,10.55,7.43,0.96,45.39,22.9,24.42,6.48
277,278,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,49.04,11.54,37.74,1.68,45.39,22.9,24.42,6.48
278,279,Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,91.11,6.49,0.0,2.64,45.39,22.9,24.42,6.48
279,280,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,81.16,5.07,0.24,13.53,45.39,22.9,24.42,6.48
280,281,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,33.82,44.93,2.66,18.6,45.39,22.9,24.42,6.48
281,282,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,97.82,0.0,2.18,0.0,45.39,22.9,24.42,6.48
282,283,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,40.05,14.81,42.72,2.18,45.39,22.9,24.42,6.48
283,284,FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,17.27,60.34,0.73,21.65,45.39,22.9,24.42,6.48
284,285,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,52.2,29.27,9.02,9.76,45.39,22.9,24.42,6.48
285,286,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,34.63,12.44,51.22,1.71,45.39,22.9,24.42,6.48
286,287,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,51.95,36.59,1.22,10.24,45.39,22.9,24.42,6.48
287,288,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,59.9,30.81,0.24,9.05,45.39,22.9,24.42,6.48
288,289,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,62.84,37.16,0.0,0.0,45.39,22.9,24.42,6.48
289,290,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,64.95,25.98,0.98,8.09,45.39,22.9,24.42,6.48
290,291,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,57.0,0.98,0.98,41.03,45.39,22.9,24.42,6.48
291,292,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,57.88,31.53,0.74,10.1,45.39,22.9,24.42,6.48
292,293,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,2.96,55.67,22.17,18.97,45.39,22.9,24.42,6.48
293,294,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,56.3,38.27,3.95,1.48,45.39,22.9,24.42,6.48
294,295,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,41.48,37.28,12.59,8.64,45.39,22.9,24.42,6.48
295,296,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,27.79,52.61,2.48,17.12,45.39,22.9,24.42,6.48
296,297,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,68.98,14.39,15.88,0.99,45.39,22.9,24.42,6.48
297,298,Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,34.33,46.52,2.99,16.17,45.39,22.9,24.42,6.48
298,299,Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,30.42,6.98,61.35,1.0,45.39,22.9,24.42,6.48
299,300,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,53.62,29.93,1.75,14.71,45.39,22.9,24.42,6.48
300,301,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,23.0,44.5,23.0,9.25,45.39,22.9,24.42,6.48
301,302,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,66.92,22.31,1.25,9.27,45.39,22.9,24.42,6.48
302,303,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,52.26,33.92,0.0,13.57,45.39,22.9,24.42,6.48
303,304,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,53.57,34.69,1.53,10.2,45.39,22.9,24.42,6.48
304,305,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,30.1,50.0,2.04,17.86,45.39,22.9,24.42,6.48
305,306,Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,50.38,19.44,27.37,2.81,45.39,22.9,24.42,6.48
306,307,Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,58.72,30.0,0.26,10.77,45.39,22.9,24.42,6.48
307,308,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,34.19,43.96,3.34,18.77,45.39,22.9,24.42,6.48
308,309,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,17.22,12.6,67.35,2.83,45.39,22.9,24.42,6.48
309,310,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,39.43,41.49,1.55,17.27,45.39,22.9,24.42,6.48
310,311,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,29.64,53.87,0.0,16.49,45.39,22.9,24.42,6.48
311,312,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,24.03,50.13,8.01,18.09,45.39,22.9,24.42,6.48
312,313,Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,2.58,0.0,97.42,0.0,45.39,22.9,24.42,6.48
313,314,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,54.78,29.46,2.58,13.18,45.39,22.9,24.42,6.48
314,315,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,64.42,16.88,0.78,17.92,45.39,22.9,24.42,6.48
315,316,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,4.16,49.09,29.09,17.66,45.39,22.9,24.42,6.48
316,317,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,22.66,40.89,27.34,9.11,45.39,22.9,24.42,6.48
317,318,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,55.21,37.5,5.73,1.56,45.39,22.9,24.42,6.48
318,319,The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,57.7,25.07,14.1,3.39,45.39,22.9,24.42,6.48
